"","Item","Suport","Confidence"
"45702","{other vegetables,sausage,tropical fruit,whipped/sour cream}","13","0.0051731"
"45703","{other vegetables,sausage,tropical fruit,whipped/sour cream,whole milk}","9","0.00358138"
"45704","{other vegetables,sausage,tropical fruit,whipped/sour cream,whole milk,yogurt}","5","0.00198965"
"45705","{other vegetables,sausage,tropical fruit,whipped/sour cream,yogurt}","6","0.00238758"
"45706","{other vegetables,sausage,tropical fruit,white bread}","9","0.00358138"
"45707","{other vegetables,sausage,tropical fruit,whole milk}","30","0.0119379"
"45708","{other vegetables,sausage,tropical fruit,whole milk,yogurt}","14","0.00557103"
"45709","{other vegetables,sausage,tropical fruit,yogurt}","22","0.00875448"
"45710","{other vegetables,sausage,turkey}","6","0.00238758"
"45711","{other vegetables,sausage,waffles}","17","0.00676482"
"45712","{other vegetables,sausage,waffles,whole milk}","6","0.00238758"
"45713","{other vegetables,sausage,waffles,yogurt}","6","0.00238758"
"45714","{other vegetables,sausage,whipped/sour cream}","48","0.0191007"
"45715","{other vegetables,sausage,whipped/sour cream,white bread}","8","0.00318345"
"45716","{other vegetables,sausage,whipped/sour cream,white bread,yogurt}","6","0.00238758"
"45717","{other vegetables,sausage,whipped/sour cream,whole milk}","29","0.01154"
"45718","{other vegetables,sausage,whipped/sour cream,whole milk,yogurt}","12","0.00477517"
"45719","{other vegetables,sausage,whipped/sour cream,yogurt}","20","0.00795862"
"45720","{other vegetables,sausage,white bread}","28","0.0111421"
"45721","{other vegetables,sausage,white bread,whole milk}","12","0.00477517"
"45722","{other vegetables,sausage,white bread,whole milk,yogurt}","5","0.00198965"
"45723","{other vegetables,sausage,white bread,yogurt}","13","0.0051731"
"45724","{other vegetables,sausage,whole milk}","100","0.0397931"
"45725","{other vegetables,sausage,whole milk,yogurt}","37","0.0147234"
"45726","{other vegetables,sausage,yogurt}","80","0.0318345"
"45727","{other vegetables,seasonal products}","36","0.0143255"
"45728","{other vegetables,seasonal products,semi-finished bread}","5","0.00198965"
"45729","{other vegetables,seasonal products,soda}","9","0.00358138"
"45730","{other vegetables,seasonal products,soda,whole milk}","6","0.00238758"
"45731","{other vegetables,seasonal products,tropical fruit}","10","0.00397931"
"45732","{other vegetables,seasonal products,tropical fruit,whole milk}","5","0.00198965"
"45733","{other vegetables,seasonal products,tropical fruit,yogurt}","5","0.00198965"
"45734","{other vegetables,seasonal products,waffles}","9","0.00358138"
"45735","{other vegetables,seasonal products,waffles,yogurt}","5","0.00198965"
"45736","{other vegetables,seasonal products,whipped/sour cream}","6","0.00238758"
"45737","{other vegetables,seasonal products,whole milk}","19","0.00756068"
"45738","{other vegetables,seasonal products,whole milk,yogurt}","5","0.00198965"
"45739","{other vegetables,seasonal products,yogurt}","12","0.00477517"
"45740","{other vegetables,semi-finished bread}","51","0.0202945"
"45741","{other vegetables,semi-finished bread,shopping bags}","8","0.00318345"
"45742","{other vegetables,semi-finished bread,sliced cheese}","8","0.00318345"
"45743","{other vegetables,semi-finished bread,sliced cheese,tropical fruit}","6","0.00238758"
"45744","{other vegetables,semi-finished bread,sliced cheese,whole milk}","5","0.00198965"
"45745","{other vegetables,semi-finished bread,sliced cheese,yogurt}","5","0.00198965"
"45746","{other vegetables,semi-finished bread,soda}","12","0.00477517"
"45747","{other vegetables,semi-finished bread,soda,tropical fruit}","6","0.00238758"
"45748","{other vegetables,semi-finished bread,soda,whole milk}","5","0.00198965"
"45749","{other vegetables,semi-finished bread,soda,yogurt}","7","0.00278552"
"45750","{other vegetables,semi-finished bread,soft cheese}","5","0.00198965"
"45751","{other vegetables,semi-finished bread,soft cheese,tropical fruit}","5","0.00198965"
"45752","{other vegetables,semi-finished bread,soft cheese,tropical fruit,whipped/sour cream}","5","0.00198965"
"45753","{other vegetables,semi-finished bread,soft cheese,whipped/sour cream}","5","0.00198965"
"45754","{other vegetables,semi-finished bread,tropical fruit}","22","0.00875448"
"45755","{other vegetables,semi-finished bread,tropical fruit,whipped/sour cream}","9","0.00358138"
"45756","{other vegetables,semi-finished bread,tropical fruit,whipped/sour cream,whole milk}","5","0.00198965"
"45757","{other vegetables,semi-finished bread,tropical fruit,whole milk}","12","0.00477517"
"45758","{other vegetables,semi-finished bread,tropical fruit,whole milk,yogurt}","8","0.00318345"
"45759","{other vegetables,semi-finished bread,tropical fruit,yogurt}","13","0.0051731"
"45760","{other vegetables,semi-finished bread,whipped/sour cream}","15","0.00596896"
"45761","{other vegetables,semi-finished bread,whipped/sour cream,whole milk}","8","0.00318345"
"45762","{other vegetables,semi-finished bread,whipped/sour cream,yogurt}","7","0.00278552"
"45763","{other vegetables,semi-finished bread,whole milk}","26","0.0103462"
"45764","{other vegetables,semi-finished bread,whole milk,yogurt}","13","0.0051731"
"45765","{other vegetables,semi-finished bread,yogurt}","22","0.00875448"
"45766","{other vegetables,shopping bags}","228","0.0907282"
"45767","{other vegetables,shopping bags,sliced cheese}","15","0.00596896"
"45768","{other vegetables,shopping bags,sliced cheese,whole milk}","6","0.00238758"
"45769","{other vegetables,shopping bags,soda}","53","0.0210903"
"45770","{other vegetables,shopping bags,soda,tropical fruit}","11","0.00437724"
"45771","{other vegetables,shopping bags,soda,tropical fruit,whole milk}","5","0.00198965"
"45772","{other vegetables,shopping bags,soda,whipped/sour cream}","7","0.00278552"
"45773","{other vegetables,shopping bags,soda,white bread}","9","0.00358138"
"45774","{other vegetables,shopping bags,soda,white bread,whole milk}","6","0.00238758"
"45775","{other vegetables,shopping bags,soda,whole milk}","23","0.00915241"
"45776","{other vegetables,shopping bags,soda,whole milk,yogurt}","6","0.00238758"
"45777","{other vegetables,shopping bags,soda,yogurt}","13","0.0051731"
"45778","{other vegetables,shopping bags,soft cheese}","12","0.00477517"
"45779","{other vegetables,shopping bags,specialty bar}","7","0.00278552"
"45780","{other vegetables,shopping bags,specialty chocolate}","14","0.00557103"
"45781","{other vegetables,shopping bags,spread cheese}","5","0.00198965"
"45782","{other vegetables,shopping bags,sugar}","11","0.00437724"
"45783","{other vegetables,shopping bags,sugar,whole milk}","6","0.00238758"
"45784","{other vegetables,shopping bags,tropical fruit}","47","0.0187027"
"45785","{other vegetables,shopping bags,tropical fruit,whipped/sour cream}","12","0.00477517"
"45786","{other vegetables,shopping bags,tropical fruit,white bread}","6","0.00238758"
"45787","{other vegetables,shopping bags,tropical fruit,whole milk}","17","0.00676482"
"45788","{other vegetables,shopping bags,tropical fruit,whole milk,yogurt}","5","0.00198965"
"45789","{other vegetables,shopping bags,tropical fruit,yogurt}","12","0.00477517"
"45790","{other vegetables,shopping bags,waffles}","14","0.00557103"
"45791","{other vegetables,shopping bags,waffles,whole milk}","5","0.00198965"
"45792","{other vegetables,shopping bags,whipped/sour cream}","36","0.0143255"
"45793","{other vegetables,shopping bags,whipped/sour cream,whole milk}","14","0.00557103"
"45794","{other vegetables,shopping bags,whipped/sour cream,yogurt}","11","0.00437724"
"45795","{other vegetables,shopping bags,white bread}","21","0.00835655"
"45796","{other vegetables,shopping bags,white bread,whole milk}","10","0.00397931"
"45797","{other vegetables,shopping bags,white bread,yogurt}","5","0.00198965"
"45798","{other vegetables,shopping bags,whole milk}","75","0.0298448"
"45799","{other vegetables,shopping bags,whole milk,yogurt}","20","0.00795862"
"45800","{other vegetables,shopping bags,yogurt}","53","0.0210903"
"45801","{other vegetables,skin care}","12","0.00477517"
"45802","{other vegetables,skin care,whole milk}","8","0.00318345"
"45803","{other vegetables,sliced cheese}","89","0.0354158"
"45804","{other vegetables,sliced cheese,soda}","15","0.00596896"
"45805","{other vegetables,sliced cheese,soda,tropical fruit}","7","0.00278552"
"45806","{other vegetables,sliced cheese,soda,tropical fruit,whole milk}","5","0.00198965"
"45807","{other vegetables,sliced cheese,soda,whole milk}","9","0.00358138"
"45808","{other vegetables,sliced cheese,soft cheese}","10","0.00397931"
"45809","{other vegetables,sliced cheese,soft cheese,tropical fruit}","5","0.00198965"
"45810","{other vegetables,sliced cheese,soft cheese,tropical fruit,whipped/sour cream}","5","0.00198965"
"45811","{other vegetables,sliced cheese,soft cheese,whipped/sour cream}","7","0.00278552"
"45812","{other vegetables,sliced cheese,soft cheese,whipped/sour cream,whole milk}","6","0.00238758"
"45813","{other vegetables,sliced cheese,soft cheese,whole milk}","7","0.00278552"
"45814","{other vegetables,sliced cheese,soft cheese,yogurt}","5","0.00198965"
"45815","{other vegetables,sliced cheese,specialty cheese}","7","0.00278552"
"45816","{other vegetables,sliced cheese,sugar}","8","0.00318345"
"45817","{other vegetables,sliced cheese,sugar,whole milk}","7","0.00278552"
"45818","{other vegetables,sliced cheese,tropical fruit}","30","0.0119379"
"45819","{other vegetables,sliced cheese,tropical fruit,whipped/sour cream}","8","0.00318345"
"45820","{other vegetables,sliced cheese,tropical fruit,whipped/sour cream,whole milk}","6","0.00238758"
"45821","{other vegetables,sliced cheese,tropical fruit,whipped/sour cream,whole milk,yogurt}","5","0.00198965"
"45822","{other vegetables,sliced cheese,tropical fruit,whipped/sour cream,yogurt}","6","0.00238758"
"45823","{other vegetables,sliced cheese,tropical fruit,white bread}","6","0.00238758"
"45824","{other vegetables,sliced cheese,tropical fruit,whole milk}","16","0.00636689"
"45825","{other vegetables,sliced cheese,tropical fruit,whole milk,yogurt}","11","0.00437724"
"45826","{other vegetables,sliced cheese,tropical fruit,yogurt}","17","0.00676482"
"45827","{other vegetables,sliced cheese,waffles}","5","0.00198965"
"45828","{other vegetables,sliced cheese,whipped/sour cream}","21","0.00835655"
"45829","{other vegetables,sliced cheese,whipped/sour cream,white bread}","5","0.00198965"
"45830","{other vegetables,sliced cheese,whipped/sour cream,white bread,yogurt}","5","0.00198965"
"45831","{other vegetables,sliced cheese,whipped/sour cream,whole milk}","15","0.00596896"
"45832","{other vegetables,sliced cheese,whipped/sour cream,whole milk,yogurt}","7","0.00278552"
"45833","{other vegetables,sliced cheese,whipped/sour cream,yogurt}","10","0.00397931"
"45834","{other vegetables,sliced cheese,white bread}","11","0.00437724"
"45835","{other vegetables,sliced cheese,white bread,whole milk}","6","0.00238758"
"45836","{other vegetables,sliced cheese,white bread,yogurt}","6","0.00238758"
"45837","{other vegetables,sliced cheese,whole milk}","45","0.0179069"
"45838","{other vegetables,sliced cheese,whole milk,yogurt}","19","0.00756068"
"45839","{other vegetables,sliced cheese,yogurt}","30","0.0119379"
"45840","{other vegetables,snack products}","9","0.00358138"
"45841","{other vegetables,snack products,whole milk}","5","0.00198965"
"45842","{other vegetables,soap}","5","0.00198965"
"45843","{other vegetables,soda}","322","0.128134"
"45844","{other vegetables,soda,soft cheese}","13","0.0051731"
"45845","{other vegetables,soda,soft cheese,whipped/sour cream}","5","0.00198965"
"45846","{other vegetables,soda,soft cheese,whole milk}","7","0.00278552"
"45847","{other vegetables,soda,soft cheese,yogurt}","5","0.00198965"
"45848","{other vegetables,soda,soups}","5","0.00198965"
"45849","{other vegetables,soda,specialty bar}","16","0.00636689"
"45850","{other vegetables,soda,specialty bar,whole milk}","10","0.00397931"
"45851","{other vegetables,soda,specialty bar,whole milk,yogurt}","5","0.00198965"
"45852","{other vegetables,soda,specialty bar,yogurt}","5","0.00198965"
"45853","{other vegetables,soda,specialty chocolate}","12","0.00477517"
"45854","{other vegetables,soda,spread cheese}","10","0.00397931"
"45855","{other vegetables,soda,sugar}","28","0.0111421"
"45856","{other vegetables,soda,sugar,whipped/sour cream}","5","0.00198965"
"45857","{other vegetables,soda,sugar,white bread}","5","0.00198965"
"45858","{other vegetables,soda,sugar,whole milk}","18","0.00716275"
"45859","{other vegetables,soda,sugar,yogurt}","7","0.00278552"
"45860","{other vegetables,soda,sweet spreads}","5","0.00198965"
"45861","{other vegetables,soda,tropical fruit}","71","0.0282531"
"45862","{other vegetables,soda,tropical fruit,waffles}","6","0.00238758"
"45863","{other vegetables,soda,tropical fruit,whipped/sour cream}","14","0.00557103"
"45864","{other vegetables,soda,tropical fruit,whipped/sour cream,whole milk}","6","0.00238758"
"45865","{other vegetables,soda,tropical fruit,whipped/sour cream,yogurt}","7","0.00278552"
"45866","{other vegetables,soda,tropical fruit,white bread}","12","0.00477517"
"45867","{other vegetables,soda,tropical fruit,whole milk}","30","0.0119379"
"45868","{other vegetables,soda,tropical fruit,whole milk,yogurt}","11","0.00437724"
"45869","{other vegetables,soda,tropical fruit,yogurt}","20","0.00795862"
"45870","{other vegetables,soda,waffles}","25","0.00994827"
"45871","{other vegetables,soda,waffles,whipped/sour cream}","5","0.00198965"
"45872","{other vegetables,soda,waffles,whole milk}","10","0.00397931"
"45873","{other vegetables,soda,waffles,yogurt}","7","0.00278552"
"45874","{other vegetables,soda,whipped/sour cream}","48","0.0191007"
"45875","{other vegetables,soda,whipped/sour cream,white bread}","7","0.00278552"
"45876","{other vegetables,soda,whipped/sour cream,whole milk}","28","0.0111421"
"45877","{other vegetables,soda,whipped/sour cream,whole milk,yogurt}","12","0.00477517"
"45878","{other vegetables,soda,whipped/sour cream,yogurt}","20","0.00795862"
"45879","{other vegetables,soda,white bread}","39","0.0155193"
"45880","{other vegetables,soda,white bread,whole milk}","16","0.00636689"
"45881","{other vegetables,soda,white bread,yogurt}","8","0.00318345"
"45882","{other vegetables,soda,white wine}","6","0.00238758"
"45883","{other vegetables,soda,whole milk}","137","0.0545165"
"45884","{other vegetables,soda,whole milk,yogurt}","43","0.017111"
"45885","{other vegetables,soda,yogurt}","82","0.0326303"
"45886","{other vegetables,soda,zwieback}","5","0.00198965"
"45887","{other vegetables,soft cheese}","70","0.0278552"
"45888","{other vegetables,soft cheese,specialty bar}","5","0.00198965"
"45889","{other vegetables,soft cheese,specialty chocolate}","6","0.00238758"
"45890","{other vegetables,soft cheese,sugar}","6","0.00238758"
"45891","{other vegetables,soft cheese,sugar,whole milk}","6","0.00238758"
"45892","{other vegetables,soft cheese,tropical fruit}","21","0.00835655"
"45893","{other vegetables,soft cheese,tropical fruit,whipped/sour cream}","12","0.00477517"
"45894","{other vegetables,soft cheese,tropical fruit,whipped/sour cream,whole milk}","7","0.00278552"
"45895","{other vegetables,soft cheese,tropical fruit,whipped/sour cream,whole milk,yogurt}","6","0.00238758"
"45896","{other vegetables,soft cheese,tropical fruit,whipped/sour cream,yogurt}","8","0.00318345"
"45897","{other vegetables,soft cheese,tropical fruit,white bread}","5","0.00198965"
"45898","{other vegetables,soft cheese,tropical fruit,whole milk}","14","0.00557103"
"45899","{other vegetables,soft cheese,tropical fruit,whole milk,yogurt}","11","0.00437724"
"45900","{other vegetables,soft cheese,tropical fruit,yogurt}","14","0.00557103"
"45901","{other vegetables,soft cheese,waffles}","7","0.00278552"
"45902","{other vegetables,soft cheese,waffles,whole milk}","6","0.00238758"
"45903","{other vegetables,soft cheese,whipped/sour cream}","22","0.00875448"
"45904","{other vegetables,soft cheese,whipped/sour cream,white bread}","6","0.00238758"
"45905","{other vegetables,soft cheese,whipped/sour cream,whole milk}","13","0.0051731"
"45906","{other vegetables,soft cheese,whipped/sour cream,whole milk,yogurt}","6","0.00238758"
"45907","{other vegetables,soft cheese,whipped/sour cream,yogurt}","10","0.00397931"
"45908","{other vegetables,soft cheese,white bread}","8","0.00318345"
"45909","{other vegetables,soft cheese,white bread,whole milk}","5","0.00198965"
"45910","{other vegetables,soft cheese,whole milk}","34","0.0135296"
"45911","{other vegetables,soft cheese,whole milk,yogurt}","16","0.00636689"
"45912","{other vegetables,soft cheese,yogurt}","28","0.0111421"
"45913","{other vegetables,softener}","16","0.00636689"
"45914","{other vegetables,softener,whole milk}","6","0.00238758"
"45915","{other vegetables,soups}","31","0.0123359"
"45916","{other vegetables,soups,tropical fruit}","7","0.00278552"
"45917","{other vegetables,soups,whipped/sour cream}","10","0.00397931"
"45918","{other vegetables,soups,whipped/sour cream,whole milk}","8","0.00318345"
"45919","{other vegetables,soups,whole milk}","18","0.00716275"
"45920","{other vegetables,soups,yogurt}","5","0.00198965"
"45921","{other vegetables,sparkling wine}","15","0.00596896"
"45922","{other vegetables,sparkling wine,whipped/sour cream}","5","0.00198965"
"45923","{other vegetables,sparkling wine,yogurt}","5","0.00198965"
"45924","{other vegetables,specialty bar}","55","0.0218862"
"45925","{other vegetables,specialty bar,specialty chocolate}","6","0.00238758"
"45926","{other vegetables,specialty bar,tropical fruit}","8","0.00318345"
"45927","{other vegetables,specialty bar,tropical fruit,whole milk}","5","0.00198965"
"45928","{other vegetables,specialty bar,tropical fruit,yogurt}","5","0.00198965"
"45929","{other vegetables,specialty bar,waffles}","11","0.00437724"
"45930","{other vegetables,specialty bar,whipped/sour cream}","8","0.00318345"
"45931","{other vegetables,specialty bar,whipped/sour cream,whole milk}","5","0.00198965"
"45932","{other vegetables,specialty bar,white bread}","8","0.00318345"
"45933","{other vegetables,specialty bar,white bread,whole milk}","5","0.00198965"
"45934","{other vegetables,specialty bar,white bread,yogurt}","5","0.00198965"
"45935","{other vegetables,specialty bar,whole milk}","24","0.00955034"
"45936","{other vegetables,specialty bar,whole milk,yogurt}","8","0.00318345"
"45937","{other vegetables,specialty bar,yogurt}","17","0.00676482"
"45938","{other vegetables,specialty cheese}","42","0.0167131"
"45939","{other vegetables,specialty cheese,tropical fruit}","9","0.00358138"
"45940","{other vegetables,specialty cheese,tropical fruit,whole milk}","5","0.00198965"
"45941","{other vegetables,specialty cheese,tropical fruit,yogurt}","6","0.00238758"
"45942","{other vegetables,specialty cheese,whipped/sour cream}","10","0.00397931"
"45943","{other vegetables,specialty cheese,whipped/sour cream,whole milk}","6","0.00238758"
"45944","{other vegetables,specialty cheese,white bread}","5","0.00198965"
"45945","{other vegetables,specialty cheese,whole milk}","22","0.00875448"
"45946","{other vegetables,specialty cheese,whole milk,yogurt}","13","0.0051731"
"45947","{other vegetables,specialty cheese,yogurt}","16","0.00636689"
"45948","{other vegetables,specialty chocolate}","60","0.0238758"
"45949","{other vegetables,specialty chocolate,tropical fruit}","9","0.00358138"
"45950","{other vegetables,specialty chocolate,tropical fruit,whipped/sour cream}","5","0.00198965"
"45951","{other vegetables,specialty chocolate,whipped/sour cream}","13","0.0051731"
"45952","{other vegetables,specialty chocolate,whipped/sour cream,whole milk}","6","0.00238758"
"45953","{other vegetables,specialty chocolate,whipped/sour cream,yogurt}","5","0.00198965"
"45954","{other vegetables,specialty chocolate,whole milk}","21","0.00835655"
"45955","{other vegetables,specialty chocolate,whole milk,yogurt}","7","0.00278552"
"45956","{other vegetables,specialty chocolate,yogurt}","13","0.0051731"
"45957","{other vegetables,specialty fat}","11","0.00437724"
"45958","{other vegetables,specialty fat,whole milk}","6","0.00238758"
"45959","{other vegetables,specialty vegetables}","7","0.00278552"
"45960","{other vegetables,spices}","19","0.00756068"
"45961","{other vegetables,spices,whole milk}","5","0.00198965"
"45962","{other vegetables,spices,yogurt}","5","0.00198965"
"45963","{other vegetables,spread cheese}","30","0.0119379"
"45964","{other vegetables,spread cheese,tropical fruit}","9","0.00358138"
"45965","{other vegetables,spread cheese,tropical fruit,whole milk}","6","0.00238758"
"45966","{other vegetables,spread cheese,tropical fruit,yogurt}","6","0.00238758"
"45967","{other vegetables,spread cheese,whole milk}","12","0.00477517"
"45968","{other vegetables,spread cheese,whole milk,yogurt}","6","0.00238758"
"45969","{other vegetables,spread cheese,yogurt}","14","0.00557103"
"45970","{other vegetables,sugar}","106","0.0421807"
"45971","{other vegetables,sugar,tropical fruit}","18","0.00716275"
"45972","{other vegetables,sugar,tropical fruit,whipped/sour cream}","8","0.00318345"
"45973","{other vegetables,sugar,tropical fruit,whipped/sour cream,whole milk}","6","0.00238758"
"45974","{other vegetables,sugar,tropical fruit,whipped/sour cream,whole milk,yogurt}","5","0.00198965"
"45975","{other vegetables,sugar,tropical fruit,whipped/sour cream,yogurt}","7","0.00278552"
"45976","{other vegetables,sugar,tropical fruit,whole milk}","13","0.0051731"
"45977","{other vegetables,sugar,tropical fruit,whole milk,yogurt}","6","0.00238758"
"45978","{other vegetables,sugar,tropical fruit,yogurt}","8","0.00318345"
"45979","{other vegetables,sugar,waffles}","9","0.00358138"
"45980","{other vegetables,sugar,waffles,whipped/sour cream}","5","0.00198965"
"45981","{other vegetables,sugar,waffles,whole milk}","5","0.00198965"
"45982","{other vegetables,sugar,waffles,yogurt}","5","0.00198965"
"45983","{other vegetables,sugar,whipped/sour cream}","26","0.0103462"
"45984","{other vegetables,sugar,whipped/sour cream,whole milk}","17","0.00676482"
"45985","{other vegetables,sugar,whipped/sour cream,whole milk,yogurt}","8","0.00318345"
"45986","{other vegetables,sugar,whipped/sour cream,yogurt}","12","0.00477517"
"45987","{other vegetables,sugar,white bread}","9","0.00358138"
"45988","{other vegetables,sugar,white bread,whole milk}","7","0.00278552"
"45989","{other vegetables,sugar,whole milk}","62","0.0246717"
"45990","{other vegetables,sugar,whole milk,yogurt}","17","0.00676482"
"45991","{other vegetables,sugar,yogurt}","28","0.0111421"
"45992","{other vegetables,sweet spreads}","24","0.00955034"
"45993","{other vegetables,sweet spreads,tropical fruit}","5","0.00198965"
"45994","{other vegetables,sweet spreads,whipped/sour cream}","7","0.00278552"
"45995","{other vegetables,sweet spreads,whole milk}","9","0.00358138"
"45996","{other vegetables,syrup}","11","0.00437724"
"45997","{other vegetables,tea}","15","0.00596896"
"45998","{other vegetables,tea,tropical fruit}","6","0.00238758"
"45999","{other vegetables,tea,whole milk}","7","0.00278552"
"46000","{other vegetables,tropical fruit}","353","0.14047"
"46001","{other vegetables,tropical fruit,turkey}","16","0.00636689"
"46002","{other vegetables,tropical fruit,turkey,whipped/sour cream}","5","0.00198965"
"46003","{other vegetables,tropical fruit,turkey,whole milk}","9","0.00358138"
"46004","{other vegetables,tropical fruit,turkey,whole milk,yogurt}","7","0.00278552"
"46005","{other vegetables,tropical fruit,turkey,yogurt}","8","0.00318345"
"46006","{other vegetables,tropical fruit,vinegar}","5","0.00198965"
"46007","{other vegetables,tropical fruit,waffles}","25","0.00994827"
"46008","{other vegetables,tropical fruit,waffles,whipped/sour cream}","7","0.00278552"
"46009","{other vegetables,tropical fruit,waffles,whipped/sour cream,yogurt}","5","0.00198965"
"46010","{other vegetables,tropical fruit,waffles,whole milk}","10","0.00397931"
"46011","{other vegetables,tropical fruit,waffles,whole milk,yogurt}","8","0.00318345"
"46012","{other vegetables,tropical fruit,waffles,yogurt}","15","0.00596896"
"46013","{other vegetables,tropical fruit,whipped/sour cream}","77","0.0306407"
"46014","{other vegetables,tropical fruit,whipped/sour cream,white bread}","17","0.00676482"
"46015","{other vegetables,tropical fruit,whipped/sour cream,white bread,whole milk}","7","0.00278552"
"46016","{other vegetables,tropical fruit,whipped/sour cream,white bread,whole milk,yogurt}","7","0.00278552"
"46017","{other vegetables,tropical fruit,whipped/sour cream,white bread,yogurt}","9","0.00358138"
"46018","{other vegetables,tropical fruit,whipped/sour cream,whole milk}","44","0.017509"
"46019","{other vegetables,tropical fruit,whipped/sour cream,whole milk,yogurt}","24","0.00955034"
"46020","{other vegetables,tropical fruit,whipped/sour cream,yogurt}","35","0.0139276"
"46021","{other vegetables,tropical fruit,white bread}","41","0.0163152"
"46022","{other vegetables,tropical fruit,white bread,whole milk}","20","0.00795862"
"46023","{other vegetables,tropical fruit,white bread,whole milk,yogurt}","11","0.00437724"
"46024","{other vegetables,tropical fruit,white bread,yogurt}","15","0.00596896"
"46025","{other vegetables,tropical fruit,whole milk}","168","0.0668524"
"46026","{other vegetables,tropical fruit,whole milk,yogurt}","75","0.0298448"
"46027","{other vegetables,tropical fruit,yogurt}","121","0.0481496"
"46028","{other vegetables,tropical fruit,zwieback}","7","0.00278552"
"46029","{other vegetables,turkey}","39","0.0155193"
"46030","{other vegetables,turkey,whipped/sour cream}","10","0.00397931"
"46031","{other vegetables,turkey,whole milk}","21","0.00835655"
"46032","{other vegetables,turkey,whole milk,yogurt}","11","0.00437724"
"46033","{other vegetables,turkey,yogurt}","14","0.00557103"
"46034","{other vegetables,vinegar}","24","0.00955034"
"46035","{other vegetables,vinegar,whipped/sour cream}","6","0.00238758"
"46036","{other vegetables,vinegar,whole milk}","13","0.0051731"
"46037","{other vegetables,vinegar,whole milk,yogurt}","5","0.00198965"
"46038","{other vegetables,vinegar,yogurt}","10","0.00397931"
"46039","{other vegetables,waffles}","99","0.0393951"
"46040","{other vegetables,waffles,whipped/sour cream}","23","0.00915241"
"46041","{other vegetables,waffles,whipped/sour cream,white bread}","5","0.00198965"
"46042","{other vegetables,waffles,whipped/sour cream,whole milk}","14","0.00557103"
"46043","{other vegetables,waffles,whipped/sour cream,whole milk,yogurt}","6","0.00238758"
"46044","{other vegetables,waffles,whipped/sour cream,yogurt}","10","0.00397931"
"46045","{other vegetables,waffles,white bread}","12","0.00477517"
"46046","{other vegetables,waffles,white bread,whole milk}","7","0.00278552"
"46047","{other vegetables,waffles,white bread,yogurt}","6","0.00238758"
"46048","{other vegetables,waffles,whole milk}","46","0.0183048"
"46049","{other vegetables,waffles,whole milk,yogurt}","16","0.00636689"
"46050","{other vegetables,waffles,yogurt}","31","0.0123359"
"46051","{other vegetables,whipped/sour cream}","284","0.113012"
"46052","{other vegetables,whipped/sour cream,white bread}","33","0.0131317"
"46053","{other vegetables,whipped/sour cream,white bread,whole milk}","17","0.00676482"
"46054","{other vegetables,whipped/sour cream,white bread,whole milk,yogurt}","10","0.00397931"
"46055","{other vegetables,whipped/sour cream,white bread,yogurt}","16","0.00636689"
"46056","{other vegetables,whipped/sour cream,whole milk}","144","0.057302"
"46057","{other vegetables,whipped/sour cream,whole milk,yogurt}","55","0.0218862"
"46058","{other vegetables,whipped/sour cream,yogurt}","100","0.0397931"
"46059","{other vegetables,white bread}","135","0.0537207"
"46060","{other vegetables,white bread,whole milk}","58","0.02308"
"46061","{other vegetables,white bread,whole milk,yogurt}","21","0.00835655"
"46062","{other vegetables,white bread,yogurt}","39","0.0155193"
"46063","{other vegetables,white wine}","22","0.00875448"
"46064","{other vegetables,white wine,whole milk}","7","0.00278552"
"46065","{other vegetables,whole milk}","736","0.292877"
"46066","{other vegetables,whole milk,yogurt}","219","0.0871468"
"46067","{other vegetables,whole milk,zwieback}","6","0.00238758"
"46068","{other vegetables,yogurt}","427","0.169916"
"46069","{other vegetables,yogurt,zwieback}","5","0.00198965"
"46070","{other vegetables,zwieback}","17","0.00676482"
"46071","{packaged fruit/vegetables}","128","1"
"46072","{packaged fruit/vegetables,pastry}","17","0.00676482"
"46073","{packaged fruit/vegetables,pastry,rolls/buns}","5","0.00198965"
"46074","{packaged fruit/vegetables,pastry,whole milk}","10","0.00397931"
"46075","{packaged fruit/vegetables,pip fruit}","9","0.00358138"
"46076","{packaged fruit/vegetables,pip fruit,tropical fruit}","6","0.00238758"
"46077","{packaged fruit/vegetables,pork}","12","0.00477517"
"46078","{packaged fruit/vegetables,pork,root vegetables}","5","0.00198965"
"46079","{packaged fruit/vegetables,rolls/buns}","26","0.0103462"
"46080","{packaged fruit/vegetables,rolls/buns,root vegetables}","10","0.00397931"
"46081","{packaged fruit/vegetables,rolls/buns,root vegetables,whole milk}","5","0.00198965"
"46082","{packaged fruit/vegetables,rolls/buns,soda}","6","0.00238758"
"46083","{packaged fruit/vegetables,rolls/buns,soda,whole milk}","5","0.00198965"
"46084","{packaged fruit/vegetables,rolls/buns,whipped/sour cream}","6","0.00238758"
"46085","{packaged fruit/vegetables,rolls/buns,whole milk}","12","0.00477517"
"46086","{packaged fruit/vegetables,rolls/buns,yogurt}","7","0.00278552"
"46087","{packaged fruit/vegetables,root vegetables}","34","0.0135296"
"46088","{packaged fruit/vegetables,root vegetables,sausage}","5","0.00198965"
"46089","{packaged fruit/vegetables,root vegetables,soda}","7","0.00278552"
"46090","{packaged fruit/vegetables,root vegetables,tropical fruit}","5","0.00198965"
"46091","{packaged fruit/vegetables,root vegetables,whipped/sour cream}","6","0.00238758"
